english;Spanish
proved;demostrado
obliged;obligado
enter;ingresar
rule;regla
sword;espada
attack;ataque
seat;asiento
game;juego
health;salud
paragraph;p rrafo
statement;declaraci¢n
social;social
refund;reembolso
sorry;perd¢n
courage;coraje
members;miembros
grace;gracia
official;oficial
dream;sue¤o
worthy;valioso
rock;Roca
jack;Jacobo
provided;previsto
special;especial
shook;sacudi¢
request;petici¢n
mighty;poderoso
glance;mirada
heads;cabezas
movement;movimiento
fee;tarifa
share;Cuota
expect;suponer
couldn't;no pod¡a
dollars;d¢lares
spread;propagar
opposite;opuesto
glory;gloria
twelve;doce
space;espacio
engaged;comprometido
peter;peter
wine;vino
ordinary;ordinario
mountains;monta¤as
taste;sabor
iron;planchar
isn't;no es
distribute;distribuir
trade;comercio
consider;considerar
greatly;muy
accepted;aceptado
forced;forzado
advantage;ventaja
ideas;Ideas
decided;decidido
using;usando
officer;oficial
rate;Velocidad
clothes;ropa
sign;signo
feelings;sentimientos
native;nativo
promised;prometido
judge;juez
difference;diferencia
working;trabajando
anxious;ansioso
marry;casar
captain;capit n
finished;finalizado
extent;grado
watched;Visto
curious;curioso
foreign;extranjero
besides;adem s
method;m‚todo
excellent;excelente
confidence;confianza
marked;marcado
'em;em
jesus;Jes£s
exactly;exactamente
importance;importancia
finally;finalmente
bill;cuenta
vast;vasto
prove;probar
fancy;elegante
quick;r pido
yes;s¡
sought;buscado
prevent;evitar
neck;cuello
hearts;corazones
liberty;libertad
interesting;interesante
sides;lados
legal;legal
gentlemen;caballeros
dry;seco
serve;atender
aside;aparte
pure;puro
concerning;sobre
forgotten;olvidado
lose;perder
powers;potestades
possessed;pose¡do
thrown;lanzado
evidence;evidencia
distant;distante
Michael;Miguel
progress;Progreso
similar;similar
narrow;estrecho
altogether;en total
building;edificio
page;p gina
particularly;particularmente
knowing;conocimiento
weeks;semanas
settled;establecido
holding;tenencia
mountain;monta¤a
search;buscar
sad;triste
sin;pecado
lies;mentiras
proud;orgulloso
pieces;piezas
clearly;claramente
price;precio
ships;buques
thirty;treinta
sick;enfermo
honest;honesto
shut;cerrar
talked;habl¢
bank;Banco
fate;destino
dropped;abandon¢
judgment;juicio
conditions;condiciones
king's;rey de
accept;aceptar
hills;sierras
removed;remoto
forest;bosque
measure;la medida
species;especies
seek;buscar
highest;m s alto
otherwise;de lo contrario
stream;Arroyo
honor;honor
carefully;con cuidado
obtained;adquirido
ear;o¡do
bread;pan
bottom;fondo
additional;adicional
presented;presentado
aid;ayuda
fingers;dedos
q;q
remembered;recordado
choose;escoger
agreed;acordado
animal;animal
events;eventos
there's;hay
fully;completamente
delight;deleite
rights;derechos
amount;Monto
obtain;obtener
tax;impuesto
servants;servicio
sons;hijos
cross;cruzar
shoulders;espalda
thick;grueso
points;puntos
stranger;extra¤o
woods;bosque
facts;hechos
dare;atrevimiento
grow;crecer
creature;criatura
hung;colgado
rain;lluvia
false;FALSO
tall;alto
gate;port¢n
nations;naciones
created;creado
refused;rechazado
quietly;en silencio
surface;superficie
freely;libremente
holy;santo
streets;calles
blow;soplar
july;julio
regarded;considerado
fashion;Moda
report;reporte
coast;costa
daily;diario
file;expediente
shoulder;hombro
surprised;sorprendido
faces;caras
succeeded;tenido ‚xito
birds;aves
distribution;distribuci¢n
royal;real
song;canci¢n
wealth;poder
comfort;comodidad
failed;fallido
freedom;libertad
peculiar;peculiar
anyone;alguien
advance;avance
gentle;amable
surely;seguramente
animals;animales
waited;esperado
secure;seguro
desired;deseado
grass;c‚sped
touched;tocado
occupied;ocupado
draw;dibujar
stage;etapa
portion;parte
expressed;expresado
opening;apertura
june;junio
spirits;esp¡ritu
fish;pez
tongue;lengua
capital;capital
angry;enfadado
growing;creciente
served;servido
carriage;carro
weather;tiempo
breast;pecho
presently;ahora
snow;nieve
David;David
papers;documentos
necessity;necesidad
practice;pr ctica
claim;afirmar
hast;has
education;educaci¢n
sharp;afilado
prince;Pr¡ncipe
permitted;permitido
group;grupo
enemies;enemigos
robert;Robert
played;jug¢
throughout;a lo largo de
pity;pena
expense;gastos
yours;tuya
million;mill¢n
add;agregar
pray;rezar
taught;ense¤¢
explained;explicado
tired;cansado
leading;principal
kill;matar
shadow;sombra
companion;compa¤ero
weight;peso
mass;masa
established;establecido
suffered;sufrido
gray;gris
brave;valiente
thin;Delgado
satisfied;satisfecho
check;controlar
virtue;virtud
golden;dorado
numerous;numeroso
frequently;frecuentemente
famous;famoso
telling;narraci¢n
powerful;poderoso
alive;viva
waters;aguas
national;nacional
weak;d‚bil
divine;adivinar
material;material
principal;principal
gathered;reunido
suggested;sugiri¢
frank;franco
valley;Valle
guess;adivinar
finding;hallazgo
yellow;amarillo
heat;calor
remains;permanece
bent;doblado
seized;apoderado
guard;Guardia
equally;Igualmente
naturally;naturalmente
box;caja
remarkable;Notable
gods;Dioses
moon;Luna
slight;leve
style;estilo
pointed;puntiagudo
saved;salvado
windows;ventanas
crossed;cruzado
louis;Louis
pounds;libras
ain't;no es
evidently;evidentemente
principle;principio
immediate;inmediato
willing;dispuesto
consequence;consecuencia
richard;Ricardo
principles;principios
characters;caracteres
paul;Paul
season;temporada
remarked;coment¢
science;Ciencias
tender;tierno
worked;trabaj¢
grown;crecido
whispered;susurrada
interested;interesado
quarter;cuarto
midst;medio
liked;apreciado
advanced;avanzado
apparently;aparentemente
bore;aburrir
pwh;PCH
active;activo
noticed;notada
aware;consciente
thomas;Thomas
uncle;t¡o
list;lista
dangerous;peligroso
august;agosto
calm;calma
genius;genio
sacred;sagrado
kingdom;Reino
entire;completo
popular;popular
unknown;desconocido
nice;bonito
habit;h bito
spanish;Espa¤ol
familiar;familiar
reader;lector
published;publicado
direct;directo
handsome;guapo
you'll;Vas
joined;Unido
actually;Realmente
kings;reyes
sd;Dakota del Sur
posted;al corriente
approach;Acercarse
Washington;Washington
hearing;audiencia
needed;necesario
increased;aumentado
walking;caminando
twice;dos veces
throw;lanzar
intellectual;intelectual
appointed;fijado
wisdom;sabidur¡a
ceased;cesado
truly;verdaderamente
numbers;n£meros
demanded;exigido
priest;sacerdote
wounded;herido
sorrow;tristeza
drive;manejar
fault;culpa
listened;escuchado
palace;palacio
affair;amor¡o
contact;contacto
distinguished;distinguido
station;estaci¢n
beat;derrotar
distributed;repartido
e;mi
listen;escucha
Italy;Italia
fool;tonto
becomes;se convierte
watching;mirando
hurt;lastimar
wants;quiere
express;R pido
occurred;ocurri¢
favour;favor
height;altura
size;Talla
edge;borde
subjects;asignaturas
task;tarea
follows;siguiente
interests;intereses
nine;nueve
sympathy;simpat¡a
burst;r faga
putting;poniendo
dressed;vestido
lifted;levantado
hopes;esperanzas
suffer;sufrir
noise;ruido
smiling;sonriente
rode;mont¢
tells;dice
minds;mentes
farther;m s lejos
literature;literatura
vessel;embarcaci¢n
affection;afecto
suffering;sufrimiento
proceeded;procedido
flesh;carne
advice;Consejo
grand;grandioso
carrying;que lleva
legs;piernas
Spain;Espa¤a
post;correo
collection;colecci¢n
empty;vac¡o
rank;rango
storm;tormenta
god's;Dioses
imagine;imagina
wore;visti¢
duties;deberes
admitted;aceptado
countries;los paises
pocket;bolsillo
arrival;llegada
imagination;imaginaci¢n
driven;impulsado
loud;fuerte
sentence;frase
lovely;precioso
extraordinary;extraordinario
November;noviembre
December;diciembre
happen;ocurrir
absence;ausencia
breakfast;desayuno
population;poblaci¢n
thank;agradecer
rules;normas
inhabitants;habitantes
series;serie
laughing;risa
address;direcci¢n
relief;alivio
bird;p jaro
owner;due¤o
impression;impresi¢n
satisfaction;satisfacci¢n
coat;Saco
prepare;preparar
relations;relaciones
shape;forma
birth;nacimiento
rapidly;r pidamente
smoke;fumar
January;enero
mother+'s;s madre + '
machine;m quina
content;contenido
consideration;consideraci¢n
accompanied;acompa¤ado
regular;regular
moving;Moviente
stands;se levanta
wholly;totalmente
teeth;diente
busy;ocupado
treated;tratada
burning;incendio
shame;l stima
quality;calidad
bay;Bah¡a
discover;descubrir
inside;dentro
brain;cerebro
soil;tierra
completely;completamente
message;mensaje
ring;anillo
resolved;resuelto
calling;vocaci¢n
phrase;frase
acts;hechos
mention;mencionar
square;cuadrado
pair;par
won;ganado
title;t¡tulo
understanding;comprensi¢n
Sunday;domingo
fruit;Fruta
mad;enojado
forces;efectivo
included;incluido
tea;t‚
rocks;rocas
nearer;m s cerca
slaves;esclavos
falling;descendente
absolutely;absolutamente
slow;lento
bearing;soporte
mercy;misericordia
larger;mayor
explain;explique
contain;Contiene
grief;dolor
soldier;soldado
wasn't;no era
countenance;rostro
previous;anterior
explanation;explicaci¢n
welcome;bienvenida
proposed;propuesto
prayer;oraci¢n
stars;estrellas
Germany;Alemania
belief;creencia
informed;informado
moments;momentos
poetry;poes¡a
constant;constante
buy;comprar
final;final
faithful;fiel
ride;cabalgata
policy;pol¡tica
supper;cena
drawing;dibujo
excitement;emoci¢n
dying;moribundo
demand;demanda
fighting;lucha
fields;campos
drove;condujo
upper;Superior
sum;suma
Philip;Philip
motion;movimiento
assistance;asistencia
forty;cuarenta
April;abril
stones;piedras
Edward;Eduardo
fees;Tarifa
kindly;amable
dignity;dignidad
catch;captura
October;octubre
seated;sentado
knees;rodillas
amongst;entre
current;Actual
sending;enviando
parties;fiestas
objects;objetos
gained;ganado
bitter;amargo
possibly;posiblemente
slave;esclavo
separate;separar
loose;suelto
text;texto
receiving;recepci¢n
worst;peor
sold;vendido
don;don
credit;cr‚dito
chosen;elegido
hoped;esperado
printed;impreso
terror;terror
features;caracteristicas
fond;aficionado
control;control
capable;capaz
fifteen;quince
doesn't;no hace
firm;firma
superior;superior
cruel;cruel
spiritual;espiritual
Harry;Harry
splendid;espl‚ndido
proof;prueba
pressed;presionado
sooner;cuanto antes
join;unirse
process;proceso
crime;crimen
dust;polvo
instantly;instant neamente
lands;tierras
relation;relaci¢n
doors;puertas
concerned;preocupado
deeply;profundamente
practical;pr ctico
colour;color
sing;canta
destroy;destruir
anger;enojo
distributing;distribuido
results;resultados
increase;incrementar
reasons;razones
nose;nariz
friendly;amistoso
entrance;Entrada
rooms;habitaciones
admit;admitir
supply;suministro
clean;limpio
useful;£til
yesterday;ayer
delicate;delicado
fail;fallar
continue;Seguir
remove;retirar
addressed;dirigido
choice;elecci¢n
huge;enorme
needs;necesidades
wear;vestir
blind;ciego
unable;incapaz
cover;cubrir
double;doble
victory;victoria
dozen;docena
constantly;constantemente
level;nivel
India;India
release;liberaci¢n
rough; spero
ended;terminado
shows;espect culos
fly;mosca
praise;felicitar
devil;demonio
ahead;adelante
smith;Herrero
connected;conectado
degrees;grados
gain;ganar
addition;adici¢n
committed;comprometido
chamber;c mara
notes;notas
Italian;italiano
gradually;gradualmente
acquaintance;conocido
bought;compr¢
souls;almas
mission;misi¢n
sacrifice;sacrificio
cities;ciudades
mistake;Error
exercise;ejercicio
conscience;conciencia
based;basado
car;auto
buried;enterrado
theory;teor¡a
commanded;comandada
nobody;nadie
minister;ministro
closely;cercanamente
energy;energ¡a
dick;polla
bare;desnudo
fought;luchado
partly;parcialmente
mistress;amante
hate;odio
arose;surgi¢
playing;jugando
color;color
lake;lago
safety;la seguridad
provisions;provisiones
description;descripci¢n
asleep;dormido
centre;centrar
faint;desmayarse
thinks;piensa
parents;padres
escaped;escapado
careful;Cuidado
enjoy;disfrutar
drop;soltar
brilliant;brillante
brief;breve
bringing;trayendo
worship;Adoraci¢n
goods;bienes
tale;cuento
skin;piel
roof;techo
grey;gris
highly;altamente
crown;corona
castle;castillo
excited;emocionado
throne;trono
stated;fijado
despair;desesperaci¢n
ease;facilidad
attached;adjunto
total;total
kindness;amabilidad
mile;milla
citizens;los ciudadanos
circle;circulo
dull;aburrido
extreme;extremo
clouds;nubes
figures;cifras
intention;intenci¢n
prison;prisi¢n
term;t‚rmino
assured;seguro
hidden;oculto
thoroughly;minuciosamente
cup;taza
member;miembro
civil;civil
apply;aplicar
labor;labor
everywhere;En todas partes
intelligence;inteligencia
strike;Huelga
fairly;equitativamente
comply;cumplir
fellows;becarios
haven't;no tiene
event;evento
gently;suavemente
connection;conexi¢n
protection;proteccion
conscious;consciente
edition;edici¢n
directed;Dirigido
pulled;tirado
flight;vuelo
evident;evidente
surrounded;rodeado
wishes;deseos
yards;yardas
voices;voces
weary;cansado
couple;Pareja
variety;variedad
whilst;mientras que
volume;volumen
details;detalles
older;mayor
requirements;requisitos
custom;personalizado
apart;aparte
bow;inclinarse
awful;horrible
everybody;todos
labour;labor
asking;preguntando
lover;amante
showing;demostraci¢n
introduced;introducido
suit;traje
becoming;convirti‚ndose
composed;compuesto
plans;planes
rendered;rendido
pictures;fotos
lest;para que no
volunteers;voluntarios
singing;cantando
eager;entusiasta
precious;precioso
paused;en pausa
require;exigir
meat;carne
whenever;cuando sea
milk;Leche
dogs;perros
successful;exitoso
plants;plantas
vision;visi¢n
rare;raro
granted;otorgado
raise;aumentar
Egypt;Egipto
manners;modales
cousin;prima
you've;tienes
development;desarrollo
Arthur;Arturo
obs;obs
cool;frio
trial;juicio
learning;aprendiendo
approached;acercado
bridge;puente
abroad;extranjero
devoted;devoto
paying;pago
literary;literario
writer;escritor
fn;fn
Israel;Israel
disappeared;desaparecido
interrupted;interrumpida
stock;Valores
readers;lectores
dreadful;terrible
female;mujer
protect;proteger
accustomed;acostumbrado
Virginia;Virginia
type;escribe
recognized;Reconocido
salt;sal
destroyed;destruido
signs;se¤ales
innocent;inocente
temper;templar
plenty;mucho
pope;papa
avoid;evitar
hurried;apresurado
represented;representado
favor;favor
mental;mental
attitude;actitud
returning;regresar
admiration;admiraci¢n
brothers;hermanos
anxiety;ansiedad
queen;reina
teach;ense¤ar
count;contar
curiosity;curiosidad
solemn;solemne
causes;causas
vessels;vasos
compelled;obligado
dance;baile
hotel;hotel
wicked;malvado
fled;huido
kissed;besadas
guns;armas de fuego
fill;llenar
visible;visible
younger;m s joven
guide;gu¡a
earnest;serio
actual;real
companions;compa¤eros
prisoner;prisionero
miserable;miserable
lad;muchacho
harm;da¤ar
views;puntos de vista
Irish;irlandesa
utterly;absolutamente
ends;extremos
shop;tienda
stairs;escalera
pardon;perd¢n
gay;homosexual
beg;mendigar
seldom;raramente
kinds;tipos
record;registro
fat;gordo
sand;arena
violent;violento
branches;sucursales
inquired;investigado
IV;IV
September;septiembre
worn;desgastado
Ireland;Irlanda
flat;Departamento
departure;salida
delivered;entregado
gift;regalo
ruin;ruina
skill;habilidad
cattle;ganado
